"#"	"x"	"bhikkhupātimokkhapāḷi"	"pos"	"grammar"	"+case"	"tamil"	"meaning"	"lit. meaning"	"root"	"rt gp"	"sign"	"base"	"construction"	"compound type"	"compound construction"	"abbrev"	"source"	"sentence"	"aṭṭhakathā"
"2"	"2"	"- ūna"	"adj"	"0"	"0"	"0"	"less than, under"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"2"	"2"	"- vīsati"	"cardinal"	"fem sg"	"0"	"0"	"twenty"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"1"	"- vassaṃ"	"noun"	"nt acc sg of vassa"	""	""	"years"	"rain"	"√vass (rain)"	"1"	"a"	""	"√vass + a"	""	""	"PA 65"	"ūnavīsativassasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ ūnavīsati<b>vassaṃ</b> puggalaṃ upasampādeyya, so ca puggalo anupasampanno, te ca bhikkhū gārayhā, idaṃ tasmiṃ pācittiyaṃ."	""
"1"	"1"	"puggalaṃ"	"noun"	"masc acc sg of puggala"	""	""	"person, individual"	""	""	""	""	""	""	""	""	"PA 65"	"ūnavīsativassasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ ūnavīsativassaṃ <b>puggalaṃ</b> upasampādeyya, so ca puggalo anupasampanno, te ca bhikkhū gārayhā, idaṃ tasmiṃ pācittiyaṃ."	""
"1"	"1"	"upasampādeyya"	"verb"	"opt 3sg of upasampādeti"	""	""	"he would ordain"	"he would cause to undertake"	"√pad (go, step)"	"3"	"ya"	"√pad + *e > pāde"	"upa + saṃ + pāde + ti"	""	""	"PA 65"	"ūnavīsativassasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ ūnavīsativassaṃ puggalaṃ <b>upasampādeyya</b>, so ca puggalo anupasampanno, te ca bhikkhū gārayhā, idaṃ tasmiṃ pācittiyaṃ."	""
"29"	"37"	"so"	"pron"	"masc nom sg of ta"	"0"	"அவர்"	"he, that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"23"	"25"	"ca"	"ind"	"conj"	"0"	"0"	"and"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"1"	"puggalo"	"noun"	"masc nom sg of puggala"	""	""	"person, individual"	""	""	""	""	""	""	""	""	"PA 65"	"ūnavīsativassasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ ūnavīsativassaṃ puggalaṃ upasampādeyya, so ca <b>puggalo</b> anupasampanno, te ca bhikkhū gārayhā, idaṃ tasmiṃ pācittiyaṃ."	""
"1"	"1"	"anupasampanno"	"adj"	"masc nom sg of anupasampanna"	""	""	"unordained"	"not undertaken"	"√pad (go, step)"	"3"	"ya"	""	"na + upa + saṃ + √pad + na"	""	""	"PA 65"	"ūnavīsativassasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ ūnavīsativassaṃ puggalaṃ upasampādeyya, so ca puggalo <b>anupasampanno</b>, te ca bhikkhū gārayhā, idaṃ tasmiṃ pācittiyaṃ."	""
"9"	"17"	"te"	"pron"	"dat sg of tvaṃ"	"0"	"உனக்கு"	"for you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"24"	"25"	"ca"	"ind"	"conj"	"0"	"0"	"and"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"21"	"26"	"bhikkhū"	"noun"	"masc nom pl, from bhikkhati"	"0"	"0"	"monks, monastics"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"2"	"2"	"gārayhā"	"ptp"	"masc nom pl of gārayha"	"0"	"0"	"blameworthy"	"to be blamed"	"√garah (blame)"	"1"	"a"	"0"	"√garah + *ya"	"0"	"0"	""	""	""	""
"3"	"5"	"idaṃ"	"pron"	"nt nom sg of ima"	"0"	"0"	"this"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"2"	"tasmiṃ"	"pron"	"masc loc sg of ta"	""	""	"in this case, in this situation"	"in that"	""	""	""	""	""	""	""	"PA 65"	"ūnavīsativassasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ ūnavīsativassaṃ puggalaṃ upasampādeyya, so ca puggalo anupasampanno, te ca bhikkhū gārayhā, idaṃ <b>tasmiṃ</b> pācittiyaṃ."	""
"95"	"122"	"pācittiyaṃ"	"adj"	"nt nom sg of pācittiya"	"+loc"	"0"	"requiring confession"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"66"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"74"	"99"	"yo"	"pron"	"masc nom sg of ya"	"0"	"எவரேனும்"	"whichever, whoever"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"87"	"124"	"pana"	"ind"	"0"	"0"	"இப்போது"	"then, now, so, but"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"119"	"147"	"bhikkhu"	"noun"	"masc nom sg, from bhikkhati"	"0"	"பிக்கு"	"monk, monastic"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"11"	"14"	"jānaṃ"	"ind"	"adv, from jānanta"	"0"	"0"	"knowingly, consciously, wittingly"	"knowing"	"√ñā (know)"	"5"	"nā"	"√ñā + nā > jānā"	"jānā + aṃ"	"0"	"0"	""	""	""	""
"1"	"1"	"theyyasatthena"	"noun"	"masc instr sg of theyyasattha"	""	""	"with a caravan of thieves, party of thieves"	""	""	""	""	""	"theyya + sattha"	"genitive tappurisa"	"theyyānaṃ + sattha"	"PA 66"	"theyyasatthasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ <b>theyyasatthena</b> saddhiṃ saṃvidhāya ek'addhānamaggaṃ paṭipajjeyya antamaso gāmantaram'pi, pācittiyaṃ."	""
"1"	"1"	"- theyya"	"noun"	"masc"	""	""	"thief, robber"	"stealer"	"√then (steal)"	"8"	"*e"	""	"√then + ya"	""	""	"PA 66"	"theyyasatthasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ <b>theyya</b>satthena saddhiṃ saṃvidhāya ek'addhānamaggaṃ paṭipajjeyya antamaso gāmantaram'pi, pācittiyaṃ."	""
"1"	"1"	"- satthena"	"noun"	"masc instr sg of sattha"	""	""	"with a caravan"	""	"√ar (move, attain)"	"1"	"a"	""	"sa + √ar + tha"	""	""	"PA 66"	"theyyasatthasikkhāpadaṃ"	"yo pana bhikkhu jānaṃ theyya<b>satthena</b> saddhiṃ saṃvidhāya ek'addhānamaggaṃ paṭipajjeyya antamaso gāmantaram'pi, pācittiyaṃ."	""
"12"	"15"	"saddhiṃ"	"ind"	"prep"	"+instr"	"சேர்ந்து "	"together with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"3"	"4"	"saṃvidhāya"	"verb"	"ger of saṃvidahati"	"0"	"0"	"arranging, organizing"	"0"	"√dhā (place, support)"	"1"	"a"	"0"	"saṃ + vi + √dhā + ya"	"0"	"0"	""	""	""	""
"2"	"3"	"ekaddhānamaggaṃ"	"noun"	"masc acc sg of ekaddhānamagga"	"0"	"0"	"single road journey"	"one distance road"	"0"	"0"	"0"	"0"	"eka + addhāna + magga"	"digu"	"eko + addhānamaggo"	""	""	""	""
"2"	"3"	"paṭipajjeyya"	"verb"	"opt 3rd sg of paṭipajjati"	"0"	"0"	"he would go along, travel"	"0"	"√pad (go, step)"	"3"	"ya"	"√pad + ya > pajja"	"pati + pajja + ti"	"0"	"0"	""	""	""	""
"6"	"7"	"antamaso"	"ind"	"adv, abl sg of antama"	"0"	"ஆயினும்"	"even so much as"	"from the last"	"0"	"0"	"0"	"0"	"anta + ma + sa"	"0"	"0"	""	""	""	""
"2"	"3"	"gāmantarampi"	"sandhi"	"0"	"0"	"0"	"even as much as between villages"	"0"	"0"	"0"	"0"	"0"	"gāma + antaraṃ + api"	"0"	"0"	""	""	""	""
"96"	"122"	"pācittiyaṃ"	"adj"	"nt nom sg of pācittiya"	"+loc"	"0"	"requiring confession"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"67"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"75"	"99"	"yo"	"pron"	"masc nom sg of ya"	"0"	"எவரேனும்"	"whichever, whoever"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"88"	"124"	"pana"	"ind"	"0"	"0"	"இப்போது"	"then, now, so, but"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"120"	"147"	"bhikkhu"	"noun"	"masc nom sg, from bhikkhati"	"0"	"பிக்கு"	"monk, monastic"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"7"	"7"	"mātugāmena"	"noun"	"masc instr sg of mātugāma"	"0"	"0"	"with a woman"	"group of mothers"	"0"	"0"	"0"	"0"	"mātu + gāma"	"genitive tappurisa"	"mātūnaṃ + gāma"	""	""	""	""
"13"	"15"	"saddhiṃ"	"ind"	"prep"	"+instr"	"சேர்ந்து "	"together with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"4"	"4"	"saṃvidhāya"	"verb"	"ger of saṃvidahati"	"0"	"0"	"arranging, organizing"	"0"	"√dhā (place, support)"	"1"	"a"	"0"	"saṃ + vi + √dhā + ya"	"0"	"0"	""	""	""	""
"3"	"3"	"ekaddhānamaggaṃ"	"noun"	"masc acc sg of ekaddhānamagga"	"0"	"0"	"single road journey"	"one distance road"	"0"	"0"	"0"	"0"	"eka + addhāna + magga"	"digu"	"eko + addhānamaggo"	""	""	""	""
"3"	"3"	"paṭipajjeyya"	"verb"	"opt 3rd sg of paṭipajjati"	"0"	"0"	"he would go along, travel"	"0"	"√pad (go, step)"	"3"	"ya"	"√pad + ya > pajja"	"pati + pajja + ti"	"0"	"0"	""	""	""	""
"7"	"7"	"antamaso"	"ind"	"adv, abl sg of antama"	"0"	"ஆயினும்"	"even so much as"	"from the last"	"0"	"0"	"0"	"0"	"anta + ma + sa"	"0"	"0"	""	""	""	""
"3"	"3"	"gāmantarampi"	"sandhi"	"0"	"0"	"0"	"even as much as between villages"	"0"	"0"	"0"	"0"	"0"	"gāma + antaraṃ + api"	"0"	"0"	""	""	""	""
"97"	"122"	"pācittiyaṃ"	"adj"	"nt nom sg of pācittiya"	"+loc"	"0"	"requiring confession"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	"68"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"76"	"99"	"yo"	"pron"	"masc nom sg of ya"	"0"	"எவரேனும்"	"whichever, whoever"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"89"	"124"	"pana"	"ind"	"0"	"0"	"இப்போது"	"then, now, so, but"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"121"	"147"	"bhikkhu"	"noun"	"masc nom sg, from bhikkhati"	"0"	"பிக்கு"	"monk, monastic"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"12"	"20"	"evaṃ"	"ind"	"ind, adv"	"0"	"இப்படி"	"thus, like this"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"12"	"18"	"vadeyya"	"verb"	"opt 3rd sg of vadati"	"0"	"சொல்லக்கூடும்"	"he would say, speak, tell"	"0"	"√vad (speak)"	"1"	"a"	"√vad + a > vada"	"vada + eyya"	"0"	"0"	""	""	""	""
"1"	"2"	"tathāhaṃ"	""	""	""	""	""	""	""	""	""	""	""	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, tath'āhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi, yathā y'eme antarāyikā dhammā vuttā bhagavatā, te paṭisevato n'ālaṃ antarāyāyā'ti"	""
"5"	"8"	"- tathā"	"ind"	"adv"	"0"	"0"	"like that, such"	"0"	"0"	"0"	"0"	"0"	"ta + thā"	"0"	"0"	""	""	""	""
"4"	"5"	"- ahaṃ"	"pron"	"1st nom sg"	"0"	"0"	"I"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"2"	"7"	"bhagavatā"	"noun"	"masc instr sg of bhagavantu"	"0"	"பகவானால்"	"by the Blessed One, Fortunate One"	"having luck, fortune"	"√bhaj (divide)"	"1"	"a"	"0"	"√bhaj > bhag + avantu"	"0"	"0"	""	""	""	""
"4"	"25"	"dhammaṃ"	"noun"	"masc acc sg of dhamma"	"0"	"செயலை"	"act, practice, behaviour"	"0"	"√dhar (hold)"	"1"	"a"	"0"	"√dhar + ma"	"0"	"0"	""	""	""	""
"1"	"2"	"desitaṃ"	""	""	""	""	""	""	""	""	""	""	""	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, tath'āhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi, yathā y'eme antarāyikā dhammā vuttā bhagavatā, te paṭisevato n'ālaṃ antarāyāyā'ti"	""
"1"	"3"	"ājānāmi"	"verb"	"pr 1st sg of ājānāti"	""	""	"I know, I understand"	"I am knowing"	"√ñā (know)"	"1"	"a"	"√ña + a > jānā"	"ā + jānā + ti"	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, tath'āhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi, yathā y'eme antarāyikā dhammā vuttā bhagavatā, te paṭisevato n'ālaṃ antarāyāyā'ti"	""
"4"	"5"	"yathā"	"ind"	"adv"	"0"	"எனில்"	"like, as"	"0"	"0"	"0"	"0"	"0"	"ya + thā"	"0"	"0"	""	""	""	""
"1"	"2"	"yeme"	"sandhi"	"pron + pron"	""	""	"whichever these"	""	""	""	""	""	""	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, tath'āhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi, yathā y'eme antarāyikā dhammā vuttā bhagavatā, te paṭisevato n'ālaṃ antarāyāyā'ti"	""
"1"	"1"	"- ye"	"pron"	"masc nom pl of ya"	""	""	"whichever"	""	""	""	""	""	""	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, tath'āhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi, yathā y'eme antarāyikā dhammā vuttā bhagavatā, te paṭisevato n'ālaṃ antarāyāyā'ti"	""
"2"	"2"	"- ime"	"pron"	"masc nom pl of ima"	"0"	"இவை"	"these"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"6"	"antarāyikā"	"adj"	"masc nom pl of antarāyika"	""	""	"obstructive"	"coming inbetweeen"	""	""	""	""	"anatra + aya + ika"	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, tath'āhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi, yathā y'eme antarāyikā dhammā vuttā bhagavatā, te paṭisevato n'ālaṃ antarāyāyā'ti"	""
"11"	"36"	"dhammā"	"noun"	"masc nom pl of dhamma"	"0"	"விதிகள்"	"case, law, rule"	"holding, support"	"√dhar (hold)"	"1"	"a"	"0"	"√dhar + ma"	"0"	"0"	""	""	""	""
"1"	"4"	"vuttā"	"pp"	"masc nom pl of vutta"	""	""	"said, spoken"	""	"√vac (speak)"	"1"	"a"	""	"√vac > vuc + ta"	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, tath'āhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi, yathā y'eme antarāyikā dhammā vuttā bhagavatā, te paṭisevato n'ālaṃ antarāyāyā'ti"	""
"3"	"7"	"bhagavatā"	"noun"	"masc instr sg of bhagavantu"	"0"	"பகவானால்"	"by the Blessed One, Fortunate One"	"having luck, fortune"	"√bhaj (divide)"	"1"	"a"	"0"	"√bhaj > bhag + avantu"	"0"	"0"	""	""	""	""
"10"	"17"	"te"	"pron"	"dat sg of tvaṃ"	"0"	"உனக்கு"	"for you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"4"	"paṭisevato"	"prp"	"masc gen sg of paṭisevanta"	""	""	"when engaging, indulging"	"when associating"	"√sev (serve, associate)"	"1"	"a"	"√sev + a"	"pati + seva + nta"	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, tath'āhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi, yathā y'eme antarāyikā dhammā vuttā bhagavatā, te paṭisevato n'ālaṃ antarāyāyā'ti"	""
"1"	"2"	"nālaṃ"	"sandhi"	"ind + ind"	"+dat"	""	"not able (to), not capable (of)"	"not enough (for)"	""	""	""	""	"na + alaṃ"	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, tath'āhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi, yathā y'eme antarāyikā dhammā vuttā bhagavatā, te paṭisevato n'ālaṃ antarāyāyā'ti"	""
"4"	"4"	"- na"	"ind"	"neg"	"0"	"இல்லை"	"not"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"5"	"5"	"- alaṃ"	"ind"	"adv"	"+instr"	"0"	"enough! stop!"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"4"	"antarāyāyāti"	""	""	""	""	""	""	""	""	""	""	""	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, tath'āhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi, yathā y'eme antarāyikā dhammā vuttā bhagavatā, te paṭisevato n'ālaṃ antarāyāyā'ti"	""
"1"	"1"	"- antarāyāya"	"noun"	"masc dat sg of antarāya"	""	""	"for obstruction"	"for coming inbetween"	""	""	""	""	"antara + aya"	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"yo pana bhikkhu evaṃ vadeyya, tath'āhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi, yathā y'eme antarāyikā dhammā vuttā bhagavatā, te paṭisevato n'ālaṃ antarāyāyā'ti"	""
"35"	"45"	"- iti"	"ind"	"0"	"0"	"என"	"“”"	"thus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"30"	"37"	"so"	"pron"	"masc nom sg of ta"	"0"	"அவர்"	"he, that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"122"	"147"	"bhikkhu"	"noun"	"masc nom sg, from bhikkhati"	"0"	"பிக்கு"	"monk, monastic"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"20"	"29"	"bhikkhūhi"	"noun"	"masc instr pl of bhikkhu"	"0"	"பிக்குகளுடன் "	"with monks"	"0"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	""	""	""	""
"6"	"8"	"evamassa"	"comp"	"sandhi"	"0"	"0"	"thus it should be"	"0"	"0"	"0"	"0"	"0"	"evaṃ + assa"	"0"	"0"	""	""	""	""
"6"	"8"	"vacanīyo"	"ptp"	"masc nom sg of vacanīya"	"0"	"0"	"should be said, spoken, told"	"0"	"√vac (speak)"	"1"	"a"	"0"	"√vac + anīya"	"0"	"0"	""	""	""	""
"4"	"7"	"mā"	"ind"	"neg"	"0"	"0"	"don't!"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"8"	"8"	"āyasmā"	"noun"	"masc voc sg of āyasmant"	"0"	"0"	"venerable"	"0"	"0"	"0"	"0"	"0"	"āyus + mant"	"0"	"0"	""	""	""	""
"13"	"20"	"evaṃ"	"ind"	"ind, adv"	"0"	"இப்படி"	"thus, like this"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"2"	"3"	"avaca"	"verb"	"imperf 3rd sg of vacati"	"0"	"0"	"one says"	"one said"	"√vac (speak)"	"1"	"a"	"0"	"a + √vac + a"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"7"	"mā"	"ind"	"neg"	"0"	"0"	"don't!"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"2"	"bhagavantaṃ"	"noun"	"masc acc sg of bhagavantu"	""	"பகவானுக்கு"	"the Blessed One, Fortunate one"	"having quality of fortune"	"√bhaj (divide)"	"1"	"a"	""	"√bhaj + a + vantu"	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"so bhikkhu bhikkhūhi evam'assa vacanīyo, m'āyasmā evaṃ avaca, mā <b>bhagavantaṃ</b> abbhācikkhi, na hi sādhu bhagavato abbhakkhānaṃ"	""
"1"	"2"	"abbhācikkhi"	"verb"	"aor 2nd sg of abbhācikkhi"	""	""	"misrepresent, slander"	"misrepresented, slandered"	"√cikkh (show, tell)"	"1"	"a"	""	"abhi + ā + √cikkh + i"	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"so bhikkhu bhikkhūhi evam'assa vacanīyo, m'āyasmā evaṃ avaca, mā bhagavantaṃ <b>abbhācikkhi</b>, na hi sādhu bhagavato abbhakkhānaṃ"	""
"16"	"79"	"na"	"ind"	"neg"	"0"	"இல்லை "	"not"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"4"	"7"	"hi"	"ind"	"excl"	"0"	"0"	"certainly, indeed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"3"	"5"	"sādhu"	"ind"	"0"	"0"	"0"	"it would be good!"	"good"	"√sādh (accomplish)"	"3"	"ya"	"0"	"√sādh + u"	"0"	"0"	""	""	""	""
"3"	"5"	"bhagavato"	"noun"	"masc dat sg of bhagavantu"	"0"	"பகவானுக்கு"	"to the Blessed One, Fortunate one"	"having quality of fortune"	"√bhaj (divide)"	"1"	"a"	"0"	"√bhaj + a + vantu"	"0"	"0"	""	""	""	""
"1"	"2"	"abbhakkhānaṃ"	"noun"	"nt nom sg of abbhakkhāna"	""	""	"misrepresenting, slandering"	""	"√khā (tell, announce)"	"1"	"a"	""	"abhi + ā + √khā + ana"	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"so bhikkhu bhikkhūhi evam'assa vacanīyo, m'āyasmā evaṃ avaca, mā bhagavantaṃ abbhācikkhi, na hi sādhu bhagavato <b>abbhakkhānaṃ</b>"	""
"17"	"79"	"na"	"ind"	"neg"	"0"	"இல்லை "	"not"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"5"	"7"	"hi"	"ind"	"excl"	"0"	"0"	"certainly, indeed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"1"	"3"	"bhagavā"	"noun"	"masc nom sg of bhagavantu"	""	"பகவானுக்கு"	"the Blessed One, Fortunate one"	"having quality of fortune"	"√bhaj (divide)"	"1"	"a"	""	"√bhaj + a + vantu"	""	""	"PA 68"	"ariṭṭhasikkhāpadaṃ"	"na hi <b>bhagavā</b> evaṃ vadeyya, anekapariyāyen'āvuso antarāyikā dhammā antarāyikā vuttā bhagavatā, alañ'ca pana te paṭisevato antarāyāyā'ti."	""
"14"	"20"	"evaṃ"	"ind"	"ind, adv"	"0"	"இப்படி"	"thus, like this"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"13"	"18"	"vadeyya"	"verb"	"opt 3rd sg of vadati"	"0"	"சொல்லக்கூடும்"	"he would say, speak, tell"	"0"	"√vad (speak)"	"1"	"a"	"√vad + a > vada"	"vada + eyya"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"3"	"anekapariyāyena"	"ind"	"adv, instr sg of anekapariyāya"	"0"	"பலவழிகளில்"	"in various ways, in many ways"	"with not one way"	"0"	"0"	"0"	"0"	"aneka + pariyāyena"	"kammadhāraya"	"aneka + pariyāyena"	""	""	""	""
"7"	"16"	"āvuso"	"noun"	"masc voc sg or pl of āyasmantu"	"0"	"ஆயுஷ்மான்களே"	"friend(s), brother(s)"	"having long life"	"0"	"0"	"0"	"0"	"āyus + mantu"	"0"	"0"	""	""	""	""
"2"	"6"	"antarāyikā"	"adj"	"masc nom pl of antarāyika"	"0"	"0"	"obstructive"	"coming inbetweeen"	"0"	"0"	"0"	"0"	"anatra + aya + ika"	"0"	"0"	""	""	""	""
"12"	"36"	"dhammā"	"noun"	"masc nom pl of dhamma"	"0"	"விதிகள்"	"case, law, rule"	"holding, support"	"√dhar (hold)"	"1"	"a"	"0"	"√dhar + ma"	"0"	"0"	""	""	""	""
"3"	"6"	"antarāyikā"	"adj"	"masc nom pl of antarāyika"	"0"	"0"	"obstructive"	"coming inbetweeen"	"0"	"0"	"0"	"0"	"anatra + aya + ika"	"0"	"0"	""	""	""	""
"2"	"4"	"vuttā"	"pp"	"masc nom pl of vutta"	"0"	"0"	"said, spoken"	"0"	"√vac (speak)"	"1"	"a"	"0"	"√vac > vuc + ta"	"0"	"0"	""	""	""	""
"4"	"7"	"bhagavatā"	"noun"	"masc instr sg of bhagavantu"	"0"	"பகவானால்"	"by the Blessed One, Fortunate One"	"having luck, fortune"	"√bhaj (divide)"	"1"	"a"	"0"	"√bhaj > bhag + avantu"	"0"	"0"	""	""	""	""
"2"	"3"	"alañca"	"sandhi"	"comp"	"0"	"0"	"but (it is) enough"	"0"	"0"	"0"	"0"	"0"	"alaṃ + ca"	"0"	"0"	""	""	""	""
"90"	"124"	"pana"	"ind"	"0"	"0"	"இப்போது"	"then, now, so, but"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"11"	"17"	"te"	"pron"	"dat sg of tvaṃ"	"0"	"உனக்கு"	"for you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"2"	"4"	"paṭisevato"	"prp"	"masc gen sg of paṭisevanta"	"0"	"0"	"when engaging, indulging"	"when associating"	"√sev (serve, associate)"	"1"	"a"	"√sev + a"	"pati + seva + nta"	"0"	"0"	""	""	""	""
"2"	"4"	"antarāyāyāti"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"8"	"evañca"	"comp"	"sandhi"	"0"	"0"	"and thus, and like this"	"0"	"0"	"0"	"0"	"0"	"evaṃ + ca"	"0"	"0"	""	""	""	""
"91"	"124"	"pana"	"ind"	"0"	"0"	"இப்போது"	"then, now, so, but"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
"31"	"37"	"so"	"pron"	"masc nom sg of ta"	"0"	"அவர்"	"he, that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	""	""
